NN_zero_crossings_denoise,NN_LGBM_percentile_roll20_std_50,NN_q95_roll20_std,NN_LGBM_mfcc_mean4,NN_lib_spectral_contrast0,NN_num_peaks_3_denoise,NN_mfcc_mean_denoise_simple2,NN_mfcc_mean5,NN_mfcc_mean2,NN_mfcc_mean_denoise_simple5,NN_absquant95,NN_median_roll50_std_denoise_simple,NN_mfcc_mean_denoise_simple1,NN_quant99,NN_lib_zero_cross_rate_denoise_simple,NN_fftr_max_denoise,NN_abssumgreater15,NN_LGBM_mfcc_mean18,NN_lib_spectral_contrast_denoise_simple2,NN_fftr_sum,NN_mfcc_mean_denoise_simple10,LGBM_num_peaks_2_denoise_simple,LGBM_autocorr5,LGBM_fftrhann20000_diff_rate,start,target
9180,3.514292487,11.21554105,-12.14395024,11.5238706,5963,-103.7027805,6.148866889,-34.19235132,-20.34523452,11.53567011,1.916618076,92.57062491,17.74476257,0.078844923,28393.55531,106090.0103,-2.653058608,12.90944951,107255053.2,-20.32003162,8028,-0.175270594,0.145984587,31950000,4.672695862
7854,3.26490296,11.13219781,-11.90405815,11.91204113,5121,-96.99172926,4.246235236,-31.16476966,-21.83681276,11.05152113,1.496752837,93.40153367,17.84459682,0.06633959,33852.63429,124041.7427,-2.720128523,13.00804013,117166610.8,-16.81273432,6848,-0.054464168,0.094045713,32100000,4.633297569
7476,3.229333002,10.81467867,-11.38946236,11.6509748,4799,-101.5508767,5.096977945,-30.79683892,-22.03971269,10.89001744,1.418959904,93.95223834,17.33435874,0.064153157,34217.73826,104564.0261,-2.797552486,12.6165346,106875941.7,-20.36950787,6574,-0.150095323,0.133230483,32250000,4.593999276
7036,3.189037016,11.23193779,-11.49005578,11.44153425,4494,-100.8172863,4.451288875,-29.45492242,-22.2010258,10.88035519,1.35081451,89.58958919,18.84781491,0.064194819,28730.34823,120933.0698,-1.682422614,12.93216422,110666524.8,-18.52435501,6511,-0.033823733,0.140644132,32400000,4.555596478
5132,3.002693849,7.787931752,-9.655951577,11.74057236,3460,-105.7420944,5.681564109,-27.27291768,-26.75388239,8.214253943,0.219584506,90.35167419,12.52416962,0.049229749,20001.93492,50870.96339,-2.149746825,12.62287384,92624876.42,-24.03130755,5544,-0.118034412,0.298106617,32550000,4.516298185
6106,3.098191194,8.840383331,-10.95927029,12.19109319,4112,-97.49186306,4.885045303,-28.92324224,-20.33040796,9.23196906,0.748570405,86.4625575,14.46433817,0.056150677,21720.2109,81051.58678,-2.289665203,12.29451346,107953707.5,-14.79668502,6044,-0.015906089,0.194913743,32700000,4.476899892
5766,3.059200391,8.598184652,-11.0285897,12.00203638,3894,-100.546404,4.602099946,-28.92497174,-23.45275597,8.873141438,0.501102813,90.06391434,13.83615098,0.053422635,20164.20823,64452.44547,-2.015112362,12.61439324,100104550.6,-19.13026437,5776,-0.02689662,0.133166477,32850000,4.438597094
7098,3.251038666,12.50964696,-12.7080948,11.7814693,4679,-95.96318261,4.683198918,-29.34831307,-18.80911327,12.07384484,1.451295857,94.5817138,21.9575384,0.063279917,30747.02146,162868.6012,-2.864376615,12.89656009,125288794.4,-19.78290242,6609,0.00581009,0.099796222,33000000,4.399198801
6164,3.095052203,9.701892892,-11.1880486,11.41028663,3982,-98.89959834,5.038576837,-28.91622738,-23.48456049,9.766299971,0.653069087,90.0386003,16.44577635,0.056498973,22783.88385,100986.529,-1.975155296,12.24175712,108986534.1,-18.57361889,5925,-0.022120967,0.138202211,33150000,4.360896003
5302,3.037302485,8.544332231,-10.70443967,11.70434216,3547,-101.3950712,4.162390021,-27.21114788,-25.66290509,8.834676965,0.367915952,93.49124754,14.57335976,0.051684487,27044.44208,78134.99306,-2.041953327,12.54253548,100255293.4,-21.02514511,5636,-0.115024195,0.177664727,33300000,4.32159771
3992,2.89036095,6.13289682,-8.277079966,11.97901346,2821,-101.5755327,4.584657245,-25.24026089,-26.63727988,7.107521603,0.010831156,85.84959213,9.768932743,0.040325699,14088.33265,24632.92112,-1.899256399,12.05411501,83875225.61,-18.06947864,4529,-0.132075364,0.317853352,33450000,4.282199417
5322,3.009171711,8.260303512,-9.766239149,11.991754,3526,-98.99942804,5.252687935,-26.72354525,-23.02899167,8.589845667,0.160113731,95.97172721,13.29786409,0.049351403,25341.82717,54316.50037,-2.40135344,12.06296279,91669551.56,-21.20366061,5317,-0.144388986,0.230547064,33600000,4.243896619
5812,3.128351973,8.712502056,-9.924698152,12.43384216,4064,-102.1225785,4.90360541,-27.51820733,-23.88886753,9.100017126,0.890814738,95.05241811,15.13986589,0.055289102,23728.28764,82606.68039,-2.800744327,12.82852697,102949191.3,-20.78035126,6122,-0.088142111,0.150247164,33750000,4.204498326
6130,3.10146399,8.269485613,-11.08358788,11.46371568,4067,-100.5149294,4.971509364,-26.51242443,-26.5376515,8.863420717,0.86030171,101.8288056,13.79520736,0.056945592,20186.30509,67857.11832,-2.120672708,12.67856211,101775639.7,-24.92385755,6059,-0.019110041,0.192757896,33900000,4.166195527
4776,2.982161861,8.017911918,-10.59799019,12.34833404,3245,-103.7090011,4.328838947,-26.57049354,-25.03179281,8.298338076,0.087605176,93.03323421,12.92660478,0.045810114,16990.23538,53237.63115,-1.873485744,12.50093301,93075707.12,-22.86502069,5108,-0.087282725,0.191254302,34050000,4.126897234
5274,3.02161091,7.816145168,-11.06768759,11.45380334,3538,-102.6273751,4.552680529,-27.11940174,-25.58636272,8.374860879,0.236798245,92.47045592,12.49504894,0.050214644,17282.38373,49152.66633,-2.566156868,12.35739832,92218179.76,-23.39430186,5401,-0.086819937,0.210341959,34200000,4.087498942
5308,3.030893375,7.725811786,-10.20416086,11.90370887,3562,-103.9868836,4.670456764,-27.2274444,-25.35085818,8.373279776,0.294071447,87.57486387,12.69702343,0.051709484,20835.41421,48915.64683,-1.608474235,12.51828389,93644809.43,-21.59733112,5564,-0.094416293,0.243912894,34350000,4.049196143
5914,3.097306784,9.004173313,-11.06437226,11.560487,3909,-100.3871484,4.828610434,-28.29365584,-22.94224979,9.297367928,0.791699151,88.61715348,15.34726146,0.056673955,24692.96228,88217.2012,-2.171787884,12.38248441,105180763.6,-18.04505666,6056,-0.101279618,0.145207246,34500000,4.009797851
4912,2.979377974,8.676262709,-9.801116433,11.6063296,3330,-102.7520975,4.801545057,-26.73707988,-27.13907359,8.68012618,0.049783753,90.53110516,14.2622629,0.047274957,20314.08706,69470.53859,-1.612941376,12.47670563,98171778.12,-20.90668849,5120,-0.077671557,0.204900698,34650000,3.970499558
6012,3.09498373,9.717591752,-10.33850435,12.875079,4056,-99.42748354,5.351887772,-29.15271912,-21.16153943,9.798807958,0.505564076,87.418686,16.34510925,0.053262652,25054.12739,88762.33279,-1.88565925,12.32960572,102350560.7,-17.60948523,5838,-0.153111822,0.166734874,34800000,3.932096759
5338,3.028970222,9.508324539,-10.66924107,12.24968172,3597,-104.0067092,5.104399523,-28.17019503,-23.99166113,9.255539564,0.254012983,87.03146545,16.22582345,0.050371294,25093.18915,92271.48416,-1.792514698,12.6334603,102938091.9,-19.38879383,5490,-0.098609098,0.119265007,34950000,3.892798467
6374,3.124677681,10.86771189,-11.44103149,12.15127357,4252,-100.1562889,4.852985321,-28.39639334,-21.52554058,10.52298297,1.036466714,98.46365828,18.42865646,0.057947152,37143.77386,111322.2295,-2.449650706,12.68605731,106704517.2,-21.41544622,6218,-0.108446338,0.176077809,35100000,3.854495668
5560,3.035659427,8.791535622,-11.28500175,11.3243217,3717,-96.34610502,4.025460248,-27.12872127,-21.90960018,9.118698582,0.386809426,85.94992829,15.37854829,0.051989454,31661.12351,102888.5985,-1.655308136,12.26864631,115490774.3,-15.84688449,5613,0.009555543,0.14691019,35250000,3.815097375
5446,3.037006232,7.003459014,-9.362993568,11.81576757,3797,-108.9087971,5.199434192,-27.43102783,-30.69639809,7.915871915,0.309983362,99.80644983,11.10958245,0.051219537,15895.38495,27533.82018,-1.854432562,12.30791413,86608179.91,-30.73234296,5681,-0.124051444,0.286878399,35400000,3.775699083
6150,3.117795023,8.952913328,-10.92974977,11.8385735,4108,-94.42722606,5.028673953,-28.28316784,-22.08465531,9.235883155,0.802074649,94.1350336,14.58439069,0.056988921,32241.83856,76180.38924,-2.541498798,12.82283948,100474974.1,-16.36822004,6065,-0.152916521,0.161511296,35550000,3.737396284
4784,2.988565393,7.151582744,-9.329599458,11.86526234,3314,-92.63251507,4.778713944,-25.59818109,-20.7673598,8.022499345,0.071508535,83.74064673,12.32809727,0.046055087,22919.32798,76246.8178,-2.269105433,12.19094295,113669213,-12.39758544,5163,0.075786581,0.278372462,35700000,3.698097991
5316,3.009081622,9.028564774,-10.83405881,12.18002742,3616,-99.4280046,4.413148989,-26.73832954,-19.64191004,9.017254259,0.269615695,93.42734716,14.56232986,0.050196312,18864.48777,65868.14852,-1.898856532,12.41886341,96118796.85,-21.47813502,5495,-0.094284952,0.179062995,35850000,3.658699699
7364,3.283673379,11.64002961,-12.24835661,12.63638736,4988,-99.00284188,5.517650478,-30.09417369,-20.49911319,11.449687,1.523472133,98.64491445,18.69899638,0.064599776,26234.39373,122386.0105,-2.001393683,12.88611733,113041557.4,-20.46268588,6991,-0.06150383,0.147077203,36000000,3.6203969
6036,3.082318917,8.543956995,-10.20504032,11.79379875,3985,-99.72544879,5.116477294,-28.27515612,-24.18287396,8.908727512,0.568797355,94.11446679,13.60654678,0.055397424,23162.20706,56282.53851,-2.068048046,12.5196757,96593404.3,-21.56330278,5981,-0.120855015,0.299196097,36150000,3.580998607
5756,3.071404277,9.56089162,-10.38968283,11.47473003,3890,-100.9956364,4.580378176,-27.30923884,-24.05952614,9.454908761,0.605992753,100.6349147,16.01561814,0.05459251,22060.30388,86472.5014,-2.072761148,12.31916823,104766183.4,-23.15825248,5894,-0.098115998,0.143069157,36300000,3.542695809
6290,3.087715426,8.830495884,-10.30793228,11.4300443,4096,-95.55519683,4.784291778,-28.24550172,-21.59446971,9.27886524,0.683231065,88.04513921,15.01987748,0.056270664,29508.78092,77480.69708,-1.735630125,12.57296273,99320837.92,-15.32884171,5892,-0.141465534,0.137815907,36450000,3.503397516
6292,3.162644046,9.440941791,-10.3573598,13.15347384,4320,-99.20717438,5.746434184,-28.99705527,-21.44032132,9.737723188,1.163896856,89.29842094,16.49320253,0.057708844,31272.50585,99553.79622,-2.445711686,12.49020007,106325223.6,-16.31266412,6326,-0.12967698,0.129455239,36600000,3.463999222
7688,3.303683041,12.54631822,-12.63865387,12.51759524,5053,-95.19093684,5.65701619,-31.52434229,-15.59538737,12.05842025,1.571987741,91.87347134,20.52470963,0.066884532,34631.87885,149338.9172,-2.293769185,13.01910116,121678017.2,-15.25062074,7034,-0.071277101,0.079264579,36750000,3.425696424
5590,3.080572716,8.397795239,-11.0879617,11.80799822,3834,-89.31257724,4.011255266,-26.95195218,-20.85859149,8.995754865,0.771154048,94.37032164,14.96878906,0.054219217,31069.22378,111395.682,-2.311204702,12.75177888,121769891.6,-15.03224605,6004,0.089833907,0.090825066,36900000,3.386298131
7196,3.27631735,12.71259153,-12.23964701,11.65550211,4722,-86.37176202,4.431997171,-29.08983245,-18.04336765,12.5694037,1.482339044,93.16506749,24.57277144,0.062848296,44522.36589,222041.3499,-3.140118363,12.56684106,158751077.9,-11.88529678,6614,-0.034136812,0.040828662,37050000,3.346999838
7018,3.217769017,12.55843621,-12.07216446,12.02824689,4641,-94.52033527,4.575927549,-29.00671679,-22.14280183,12.06198381,1.411434708,99.29166296,22.22567945,0.061490108,34416.68223,167358.5926,-2.41404222,12.13685733,125881753,-18.26790712,6489,0.010327778,0.077421607,37200000,3.30859704
5974,3.091723484,9.404989949,-10.37288328,12.08612894,3969,-100.6353522,5.051180474,-28.47830359,-23.58746193,9.515805942,0.663811112,92.98832418,16.10935013,0.054679168,25441.93914,90760.55779,-1.837693842,12.09279753,103675924.8,-19.62630106,5913,-0.112257656,0.171381561,37350000,3.269298747
5396,3.038690423,7.853450533,-11.37083411,11.63421493,3601,-98.13336991,3.587256816,-26.52200977,-25.88178842,8.520704104,0.365316871,89.17083666,13.7978498,0.051454512,22121.03451,79657.67613,-1.942862162,12.25986692,103412644.6,-17.87968752,5554,0.086234487,0.150933375,37500000,3.230995949
5871,3.060243228,8.685112616,-9.747290353,11.74809233,3869,-105.3747101,5.178363156,-28.97718277,-22.66054122,8.924026192,0.369010803,92.10695942,13.45521535,0.053502626,20358.32301,52374.63362,-1.683108582,12.33165576,93230678.39,-23.14398223,5748,-0.138003778,0.27001384,37650000,3.191597656
6492,3.117917138,9.399284361,-10.88763695,11.9932432,4320,-97.51679505,4.5487845,-28.6706974,-23.20155094,9.653435319,0.986182124,91.29866981,16.08065401,0.058447099,27481.43799,100214.9715,-2.348884112,12.45084412,111545878.9,-17.1410368,6232,-0.08468939,0.174746978,37800000,3.152199363
6178,3.129111545,10.57850529,-11.24953436,11.98943924,4090,-99.26781769,4.443339763,-29.04046405,-20.15658732,10.18383189,0.952424493,89.73005252,17.68641005,0.057792169,30430.62267,108872.9172,-2.127196822,12.26623193,108805844.6,-17.54525497,6258,-0.116327278,0.114961633,37950000,3.113896565
6918,3.212276376,11.12010425,-11.94034183,11.90447159,4431,-99.49505671,5.104659243,-29.36951723,-18.28237219,10.97077812,1.34870356,95.3920333,18.00866378,0.062468337,26012.13969,108280.0036,-2.675887405,12.72836933,105575338.2,-20.91765527,6411,-0.108026431,0.128822149,38100000,3.074598272
5910,3.102402296,8.492247439,-11.28350884,11.49022268,3968,-100.2471196,4.587969836,-27.92123704,-23.1930062,8.870591796,0.695386252,95.47385693,14.11365206,0.056668955,21162.22534,66537.76232,-1.93524459,12.27271132,98250298.39,-22.9496945,6090,-0.09760552,0.200732885,38250000,3.035199979
7406,3.256619607,12.12299207,-13.11760624,11.36399022,4760,-90.17244779,3.077522583,-28.77394579,-18.84570506,11.71740751,1.492530169,101.0510336,20.71988654,0.063006613,31911.39078,141598.9565,-2.294720125,12.22928235,118525168.3,-18.76640478,6513,-0.006423939,0.141018004,38400000,2.996897181
6646,3.157001315,9.180516932,-12.14188836,11.73769188,4349,-95.81611084,4.454621043,-28.4260547,-22.86004277,9.594205829,1.255929444,91.71530125,15.35629708,0.060281903,29852.50289,95551.90926,-1.693947469,12.8499152,110800337.3,-19.4066406,6360,0.038210103,0.10380391,38550000,2.957498888
6134,3.11464966,8.31043907,-10.470394,11.59461779,3958,-103.0625375,5.045776786,-28.83319429,-21.39452161,8.8368063,0.745734183,86.18217321,13.25474541,0.05737888,23124.39242,59090.0288,-1.747626843,12.67202304,97158745.38,-19.22903869,6008,-0.126220342,0.197284469,38700000,2.919196089
7452,3.300831069,14.99978878,-12.6577902,11.834148,4898,-91.87187343,3.553159614,-29.03378766,-21.12721451,13.70288914,1.561309955,101.325414,27.14995703,0.064426461,44154.12388,217907.3587,-2.558635302,12.67915967,138966223.2,-17.76931489,6769,0.032649141,0.072051422,38850000,2.879897797
6926,3.188535602,9.402225435,-10.25474422,12.38302432,4600,-103.3104756,5.0927167,-29.22428659,-24.0847562,9.74483064,1.293165812,98.22015157,14.83312992,0.060090257,18138.55328,65868.01857,-2.653176249,12.61319276,97609077.61,-24.1120938,6440,-0.086100442,0.185805069,39000000,2.840499504
6650,3.149930521,8.98436192,-11.39932638,11.2408447,4370,-102.8228139,4.421551389,-27.84487911,-23.7335374,9.381409835,1.209854837,96.8802115,14.63172588,0.06002693,28321.67958,69689.78065,-2.273505436,12.76641853,100502665.9,-22.60826368,6373,-0.028812949,0.199013193,39150000,2.802196705
7386,3.281494934,10.66597765,-11.60937086,12.16833354,4852,-102.0324834,6.091186927,-29.91454817,-23.12374099,10.78175095,1.491182955,99.83931118,17.74703488,0.066192939,27442.53414,102512.8224,-1.822311947,12.74539121,106888014.5,-23.78451603,6931,-0.098391573,0.179131397,39300000,2.762798413
6348,3.12576504,8.359836772,-10.33535389,11.76969444,4311,-107.0408375,5.39345568,-28.97724659,-27.4176612,8.842519906,0.971484864,96.17126242,13.39244952,0.058917049,15911.26611,59314.08891,-2.040261543,12.43536525,97182059.11,-26.90244782,6244,-0.093457785,0.164809933,39450000,2.724495614
6063,3.148271472,9.004684047,-11.72673919,12.48772242,4181,-94.29557611,3.958587024,-26.87194732,-24.84938986,9.318448925,1.071358529,102.6266342,15.20902893,0.056442313,29629.45105,88690.77466,-2.369056823,12.18691567,106655016.4,-20.49770073,6198,-0.047449254,0.108771794,39600000,2.685097321
7996,3.343331208,12.44198255,-12.42979455,11.7368611,5226,-102.5398973,5.088372557,-31.87889088,-22.46587006,12.10372771,1.603738111,101.5071313,20.19862214,0.068267718,32099.82792,138623.0152,-2.012599513,12.62439768,114874237.4,-24.40023901,7132,-0.100116014,0.110771611,39750000,2.645799029
5798,3.089741219,9.137009444,-10.3564376,12.11363731,3984,-100.1176504,5.70934768,-27.76386929,-22.31428303,9.174665088,0.712071376,89.3086215,15.50406523,0.055637399,23864.65512,82850.79211,-1.943261775,12.13946857,101386204.9,-17.42866958,5980,-0.130869379,0.179925072,39900000,2.60749623
7166,3.261753755,11.86764245,-13.07594114,12.31700965,4834,-98.79758414,4.461709016,-29.52528644,-22.16182678,11.48349854,1.485834519,99.8012834,19.26828398,0.0628133,27890.91149,123038.1676,-3.039775764,12.75187902,109376656.3,-20.34393788,6765,-0.099383462,0.111384052,40050000,2.568097937
6464,3.18795865,9.881017117,-11.18659428,11.90448896,4312,-102.5560889,5.186169736,-29.45381434,-23.19814866,9.977634388,1.26453204,95.38097895,16.0374517,0.060911836,28359.12217,85816.78745,-2.921712447,12.60149215,101820300.7,-22.06180658,6514,-0.148871146,0.160496053,40200000,2.528699645
6158,3.11666083,8.581742156,-10.61648201,12.01397047,4114,-96.51504848,5.655438096,-28.72883627,-20.10363179,8.899079885,0.945172423,86.86160945,13.40688205,0.058192126,28119.83706,61254.92985,-2.080355574,12.62145865,96374200.93,-16.10779885,6261,-0.173887796,0.227116688,40350000,2.490396846
5834,3.062513869,7.898812058,-9.701539239,11.65029213,3862,-102.3454796,4.849418854,-27.55555334,-24.4228554,8.55182799,0.455633384,95.45710205,12.89707018,0.053397638,16368.85575,54496.86009,-2.184283115,12.40635392,95921285.54,-22.48308983,5722,-0.110866595,0.181686712,40500000,2.451098553
6620,3.18133995,9.670635391,-11.24715836,12.28942323,4489,-103.3504214,4.790120198,-28.66472443,-24.69851785,10.00391332,1.350285756,97.79876829,15.72797103,0.060203578,25440.25729,84787.64401,-2.099982408,12.87083816,102874939.7,-22.63801328,6444,-0.104643603,0.218481386,40650000,2.412795755
6808,3.140724612,8.416485292,-10.63562621,11.40676599,4441,-105.3485711,5.748765403,-29.31605735,-24.83588438,8.87169244,1.058877358,99.15165036,13.39847464,0.060565206,19403.78049,52697.38413,-1.494743066,12.52736173,94458368.06,-27.80459952,6359,-0.153583819,0.170745744,40800000,2.373397462
6866,3.221294329,11.58481502,-12.20053515,11.19160102,4526,-93.40396028,4.362460011,-27.73549652,-20.24771847,11.44513184,1.426439198,95.56639305,20.0395149,0.061318459,35381.83696,137860.4327,-2.194056865,12.44133987,115986492.2,-17.1396584,6458,-0.047374681,0.089579124,40950000,2.333999169
6606,3.207747557,12.0225313,-11.99537862,12.59163655,4543,-97.7879598,4.463892053,-29.49367772,-19.73861055,11.6124471,1.317299686,96.08830954,20.53213607,0.059556981,25707.80515,140389.0931,-2.447894848,13.01101054,117644824,-17.51136941,6492,-0.023631438,0.097474048,41100000,2.295696371
7652,3.29187769,12.65780985,-11.733217,11.63714182,5001,-93.40756342,5.588694664,-30.72244806,-19.30532535,12.24637745,1.527442678,97.42712745,22.17685886,0.065787983,36400.93064,173396.9772,-3.109741881,12.98778236,130147114.8,-17.26951648,6856,0.038868153,0.064478778,41250000,2.256398078
7848,3.317383614,11.64169224,-11.71101418,11.90012679,5071,-103.1069529,5.41603039,-31.48617045,-20.98613217,11.56591637,1.539803696,97.91829949,18.52313342,0.067981082,26094.49446,108925.7078,-2.095031746,12.37826739,106715487.8,-24.11732993,7095,-0.135954416,0.134954051,41400000,2.216999785
7448,3.302836315,11.67319848,-11.53180567,12.14924651,4972,-90.55569168,5.126518222,-29.75625918,-17.34860147,11.66745922,1.568122168,89.45427795,21.07145373,0.065994627,41999.41205,171093.4135,-3.056007213,12.71853659,139413748.4,-11.97144717,7020,0.056491259,0.04610993,41550000,2.178696987
6278,3.139903767,8.461926822,-11.22841343,11.84419142,4214,-101.136394,4.450039719,-28.17773288,-23.73233881,8.819628098,1.047523761,95.06170637,13.68180386,0.059855282,24651.00775,58845.33216,-2.480850812,12.43387994,94489498.17,-21.72664309,6421,-0.129526995,0.259359311,41700000,2.139298694
7200,3.264275451,9.735902667,-12.0208909,12.15534685,4793,-94.35968425,5.564505336,-28.74810321,-19.62619224,10.30568892,1.490733124,94.22284261,17.42672232,0.065329698,33457.92537,122164.4307,-1.961312343,12.68163826,120426448.6,-16.33058847,6945,0.031593996,0.082996944,41850000,2.100995895
7824,3.316792244,9.839753681,-11.1348015,11.98759133,5122,-96.20716888,5.844211882,-30.97165909,-20.26643314,10.4301883,1.55692682,94.95059684,16.32001428,0.067896091,27576.00168,101828.3008,-2.0892406,11.9906587,116284779.8,-17.99680571,7120,-0.011161304,0.210916025,42000000,2.061597602
7928,3.323740491,11.64724687,-13.41663237,11.57022551,5140,-95.26806074,4.810441544,-30.47626155,-18.31184779,11.6042559,1.581882597,93.71135173,20.35241273,0.068132733,37779.13057,150773.8055,-2.576414306,12.55334638,120303006.3,-16.46021989,7128,-0.118643095,0.087591912,42150000,2.022299309
7958,3.38086626,12.37818186,-12.71730289,11.64747041,5173,-97.6540578,4.618514351,-31.64211596,-20.38630152,12.20244925,1.628137977,97.161201,20.06512836,0.069469257,30391.73324,139201.6932,-1.967496622,12.58148249,115823095.4,-18.8783981,7194,-0.082165111,0.072995416,42300000,1.983996511
6900,3.213278151,9.011820749,-11.39364321,11.71812052,4638,-102.8955258,4.206984305,-28.43523982,-25.90923651,9.540575767,1.39373203,105.8834671,14.05097562,0.06271831,19933.02643,57159.53274,-2.570129464,12.62286057,96160223.36,-27.52402441,6642,-0.11186406,0.218558907,42450000,1.944598218
7290,3.238579078,9.137706254,-11.65234473,11.69326653,4760,-104.5998707,5.320301258,-29.57416054,-23.85766082,9.609619019,1.465461086,99.79559434,14.06387412,0.065514678,17982.2237,58084.40173,-1.905645931,12.31246807,96050457.5,-27.15062106,6936,-0.117298546,0.169486242,42600000,1.905199925
7620,3.341295349,13.10121512,-13.57890382,11.5766743,4983,-92.7934139,4.544584452,-30.00569303,-20.40351961,12.76060222,1.548431275,96.17823783,21.83789114,0.0662546,47771.26051,168604.0369,-2.742073321,13.05373459,122230303.5,-14.50564809,6958,-0.112173632,0.104631252,42750000,1.866897127
5928,3.085713106,8.340414944,-10.29136354,11.19901658,3879,-101.3001248,4.809558754,-27.73846963,-25.60977803,8.84383659,0.577815708,93.03382209,13.74631232,0.056209004,22362.79538,63427.38718,-2.180696044,12.44059682,97663220.35,-21.26703306,5910,-0.099145534,0.165840095,42900000,1.827598834
7714,3.314263432,12.50643133,-12.16672609,12.09078924,4937,-98.46768403,5.533728962,-31.19469617,-16.90551269,12.2105593,1.528755712,96.28171837,19.84243044,0.06734115,28210.88512,139088.7925,-2.79469854,12.38026349,115979760.5,-19.77613196,6919,-0.111800745,0.164487017,43050000,1.789296036
7108,3.237377569,11.0079471,-12.32825367,11.78563966,4749,-98.77087382,4.644332088,-29.37350704,-21.16864698,10.83755169,1.450232081,97.55245335,18.65331438,0.063936513,28418.02302,117560.9361,-2.449099139,12.40048334,113034586,-20.07422443,6746,-0.011331108,0.137594453,43200000,1.749897743
7212,3.213928879,9.93799125,-10.31297797,11.86271234,4678,-109.2294299,5.214253279,-29.94151851,-27.51101735,9.920655322,1.42907304,96.81842801,15.92554373,0.064764758,21676.87159,80158.42725,-2.588513936,12.44503829,100811618.7,-26.25717406,6655,-0.132107921,0.200591103,43350000,1.71049945
5964,3.105107944,8.011603146,-10.6198359,11.81232298,4109,-107.1085035,4.653600348,-28.08636524,-28.45626854,8.552985239,0.769658416,94.84947717,12.57689422,0.056132346,16622.24026,44813.28477,-2.112252827,12.45389378,92333584.04,-25.91891138,6098,-0.11927481,0.282873464,43500000,1.672196652
7024,3.233565393,9.467829136,-11.69533063,11.79644209,4570,-104.1905694,4.774386688,-29.5426358,-23.43275494,9.733050318,1.424966955,94.9573473,15.42186815,0.063976509,23339.16764,79206.45387,-2.255455429,13.11451925,101435545.9,-22.01472883,6774,-0.093883159,0.166287331,43650000,1.632898359
8414,3.397383103,12.16044749,-12.81788329,11.58227421,5351,-99.96772162,5.185020666,-30.71346845,-21.21326757,12.17832032,1.74342527,99.39596194,19.29397752,0.070509146,29814.21008,129678.2208,-2.90757351,12.54901951,113793044.3,-22.12197603,7308,-0.09507793,0.124938111,43800000,1.59459556
7080,3.196223675,10.16093487,-11.41513195,11.8070409,4688,-93.3980653,5.468344402,-28.55116277,-21.82579695,10.13061398,1.381000795,91.33568012,17.68836574,0.0631266,36711.94592,124482.7113,-2.572624055,12.50222616,119089424.1,-14.22501518,6562,-0.13250796,0.106009653,43950000,1.555197268
6910,3.222830297,11.16044643,-12.51502445,11.69168059,4580,-99.45813665,4.154727077,-28.45721911,-22.90854724,10.83657729,1.405292438,100.3363677,17.81573799,0.062043382,23562.09347,103945.3701,-2.363616658,12.75162734,106603372.2,-22.35474087,6527,-0.017831529,0.129717841,44100000,1.515798975
7844,3.289239232,12.39613387,-11.80259715,11.51601383,5053,-85.6126916,5.149772358,-30.1376193,-17.04801646,12.2706114,1.568971699,87.72019207,23.20563807,0.067321152,54105.19733,207597.5359,-2.807069646,12.98060159,155375278.9,-9.31840228,7045,-0.056605035,0.030511419,44250000,1.477496176
7854,3.321896234,11.95852374,-11.83031518,11.84983865,5090,-98.92255186,4.828104152,-30.58993774,-19.69104078,11.61831596,1.560220773,100.697453,19.93439762,0.068755999,39230.23636,132696.5901,-2.54120403,12.54573725,113601309.4,-23.56834935,7233,-0.118470217,0.114228561,44400000,1.438097884
7516,3.300677264,11.39649831,-12.98926803,11.73035794,4959,-90.58228685,4.169574903,-29.6980409,-19.39542461,11.32498302,1.538825149,95.23429989,18.96312998,0.06618294,32645.72839,145878.8357,-2.888595632,12.5926075,130792030.7,-15.68337312,6877,0.096062834,0.05399542,44550000,1.398799591
6998,3.246598273,10.2768776,-10.97835227,13.20856862,4856,-103.0667618,6.443688416,-29.67541228,-22.25413783,10.37984939,1.458446502,93.20767855,16.45739813,0.062065046,27238.87317,93159.2285,-2.461179528,12.71000677,105637092.2,-20.4712451,6904,-0.107477921,0.196872609,44700000,1.360496792
8220,3.383640985,12.3934109,-12.07349874,11.13301333,5261,-88.94483038,5.265338042,-30.55620602,-18.51624566,12.35932434,1.691576667,93.02037628,21.63514659,0.070512479,42406.3941,160810.8351,-2.334636395,12.65417979,123206580.3,-13.53941364,7256,0.124015861,0.070570803,44850000,1.3210985
8210,3.392144861,12.4150458,-11.71839687,11.81484506,5310,-100.0137031,5.843844378,-31.28111996,-22.07361254,12.37594341,1.659835477,99.07341031,20.50641039,0.070725789,26956.37013,147527.9263,-2.654282992,12.81287447,121275530.4,-21.43260698,7268,0.005373024,0.095825446,45000000,1.282795701
7599,3.283389243,11.71483389,-12.49808818,11.51730934,4943,-97.9923995,4.296297435,-29.26784079,-21.29767408,11.16179955,1.527659369,97.0040657,20.75808606,0.067981082,34536.31921,137098.4604,-1.835386164,12.4900396,115967728.6,-20.027941,6985,-0.02971004,0.081421978,45150000,1.243397408
