ffti_num_peaks_1,ffti_num_peaks_10,ffti_num_peaks_11,ffti_num_peaks_12,ffti_num_peaks_13,ffti_num_peaks_14,ffti_num_peaks_15,ffti_num_peaks_16,ffti_num_peaks_17,ffti_num_peaks_18,ffti_num_peaks_19,ffti_num_peaks_2,ffti_num_peaks_20,ffti_num_peaks_3,ffti_num_peaks_4,ffti_num_peaks_5,ffti_num_peaks_6,ffti_num_peaks_7,ffti_num_peaks_8,ffti_num_peaks_9,ffti_range_-1000_-500,ffti_range_-1500_-1000,ffti_range_-2000_-1500,ffti_range_-2500_-2000,ffti_range_-3000_-2500,ffti_range_-3500_-3000,ffti_range_-4000_-3500,ffti_range_-500_0,ffti_range_0_500,ffti_range_1000_1500,ffti_range_1500_2000,ffti_range_2000_2500,ffti_range_2500_3000,ffti_range_3000_3500,ffti_range_3500_4000,ffti_range_500_1000,fftr_num_peaks_1,fftr_num_peaks_10,fftr_num_peaks_11,fftr_num_peaks_12,fftr_num_peaks_13,fftr_num_peaks_14,fftr_num_peaks_15,fftr_num_peaks_16,fftr_num_peaks_17,fftr_num_peaks_18,fftr_num_peaks_19,fftr_num_peaks_2,fftr_num_peaks_20,fftr_num_peaks_3,fftr_num_peaks_4,fftr_num_peaks_5,fftr_num_peaks_6,fftr_num_peaks_7,fftr_num_peaks_8,fftr_num_peaks_9,fftr_range_-1000_-500,fftr_range_-1500_-1000,fftr_range_-2000_-1500,fftr_range_-2500_-2000,fftr_range_-3000_-2500,fftr_range_-3500_-3000,fftr_range_-4000_-3500,fftr_range_-500_0,fftr_range_0_500,fftr_range_1000_1500,fftr_range_1500_2000,fftr_range_2000_2500,fftr_range_2500_3000,fftr_range_3000_3500,fftr_range_3500_4000,fftr_range_500_1000,num_peaks_1,num_peaks_10,num_peaks_11,num_peaks_12,num_peaks_13,num_peaks_14,num_peaks_15,num_peaks_16,num_peaks_17,num_peaks_18,num_peaks_19,num_peaks_2,num_peaks_20,num_peaks_3,num_peaks_4,num_peaks_5,num_peaks_6,num_peaks_7,num_peaks_8,num_peaks_9,range_-1000_-500,range_-1500_-1000,range_-2000_-1500,range_-2500_-2000,range_-3000_-2500,range_-3500_-3000,range_-4000_-3500,range_-500_0,range_0_500,range_1000_1500,range_1500_2000,range_2000_2500,range_2500_3000,range_3000_3500,range_3500_4000,range_500_1000
49860,7124,6403,5944,5532,5135,4813,4497,4255,4037,3822,29596,3609,21700,16857,13752,11586,10155,8915,7996,20614,8079,3097,1456,806,541,400,38807,38809,8079,3097,1456,806,541,400,20614,49917,7133,6451,5999,5667,5271,4855,4549,4305,4101,3881,29743,3661,21883,16817,13633,11619,10185,8967,7995,20638,8106,3118,1408,826,538,404,38562,39362,7862,3068,1426,878,552,362,20585,32655,5221,4830,4407,4028,3705,3439,3180,2991,2809,2649,20338,2513,14063,10908,9058,7768,6907,6205,5667,0,0,0,0,0,0,0,8811,141189,0,0,0,0,0,0,0
50404,7148,6543,6012,5573,5238,4894,4618,4321,4114,3870,29734,3666,21452,16409,13502,11400,9878,8804,7891,20786,8132,3075,1496,792,493,344,38961,38963,8132,3075,1496,792,493,344,20786,50587,7213,6555,6033,5651,5285,4913,4631,4311,4113,3881,29757,3697,21443,16399,13541,11559,10007,8869,7949,20620,7902,3060,1372,736,498,324,38910,39598,8007,3026,1458,732,498,360,21012,32603,5343,4922,4516,4126,3776,3478,3223,2988,2797,2654,20161,2501,13828,10760,8891,7792,6978,6363,5801,0,0,0,0,0,0,0,9662,140338,0,0,0,0,0,0,0
50603,7045,6446,5932,5514,5148,4850,4589,4334,4106,3880,29837,3692,21875,16492,13555,11491,10111,8740,7861,21029,7928,3139,1300,727,457,261,39583,39585,7928,3139,1300,727,457,261,21029,50513,6949,6385,5913,5497,5105,4783,4529,4291,4056,3838,29802,3676,21766,16524,13556,11477,10113,8807,7787,21146,8342,3004,1436,700,468,288,39187,39304,8130,3104,1346,712,440,282,20944,33019,5187,4751,4399,4021,3707,3418,3168,2964,2775,2613,20563,2466,14262,11087,9162,7852,6939,6250,5688,0,0,0,0,0,0,0,8135,141865,0,0,0,0,0,0,0
48879,7084,6519,6048,5579,5160,4773,4499,4270,4029,3825,29636,3638,21404,16956,14082,11712,9996,8795,7739,20773,8054,3121,1365,775,512,349,38939,38941,8054,3121,1365,775,512,349,20773,49157,7043,6461,5987,5561,5131,4753,4459,4233,4017,3853,29695,3651,21419,16913,13995,11669,9989,8757,7767,20998,8086,3204,1442,754,554,390,38688,38976,7908,3032,1442,854,440,416,20663,32892,5263,4827,4437,4040,3728,3440,3207,2965,2785,2633,20318,2486,14124,10931,9002,7739,6887,6247,5756,0,0,0,0,0,0,0,8131,141869,0,0,0,0,0,0,0
49655,7139,6487,5917,5521,5187,4852,4560,4264,4039,3856,29805,3700,21946,17059,13792,11268,9836,8807,7918,20803,7994,3164,1484,849,527,393,38823,38825,7994,3164,1484,849,527,393,20803,49645,7293,6595,5935,5517,5163,4853,4551,4263,4035,3833,29931,3657,21927,17045,13889,11299,9889,8793,7945,20488,7986,3150,1436,860,548,406,38658,39048,8038,3228,1478,842,532,412,20897,32991,5257,4835,4427,4061,3692,3445,3166,2939,2770,2616,20619,2470,14032,10827,8978,7780,6911,6304,5723,0,0,0,0,0,0,0,7517,142483,0,0,0,0,0,0,0
51234,7208,6538,6022,5582,5053,4741,4429,4198,3950,3765,29583,3593,21364,16899,13687,11695,9889,8894,7898,20309,7800,2992,1377,856,598,459,38276,38276,7800,2992,1377,856,598,459,20309,51179,7231,6549,5995,5621,5095,4811,4417,4173,3959,3733,29558,3573,21472,16905,13795,11717,9873,8871,7929,20108,7704,3066,1410,780,602,456,38128,38413,7898,3032,1356,834,614,480,20318,32853,5293,4870,4450,4061,3736,3412,3130,2907,2703,2579,20499,2438,14007,10856,9067,7805,6966,6311,5759,0,0,0,0,0,0,0,9413,140587,0,0,0,0,0,0,0
50403,7151,6545,6042,5661,5233,4891,4581,4293,3992,3807,29811,3624,21470,16569,13486,11632,9939,8894,7875,20360,7970,3110,1509,871,590,476,38705,38707,7970,3110,1509,871,590,476,20360,50482,7182,6532,6060,5678,5228,4908,4596,4348,4082,3856,29876,3638,21398,16519,13531,11693,9928,8796,7876,20670,8108,3132,1508,816,578,430,38809,38358,8016,2986,1454,874,584,482,20346,32482,5320,4908,4541,4151,3785,3482,3227,3012,2840,2672,20220,2520,13989,10810,8901,7735,6883,6284,5780,0,0,0,0,0,0,0,9703,140297,0,0,0,0,0,0,0
51011,7213,6505,5984,5541,5173,4870,4605,4287,4071,3808,29531,3629,21393,16700,13792,11500,10044,8699,7900,20772,7941,3063,1380,801,563,369,38728,38730,7941,3063,1380,801,563,369,20772,51057,6987,6355,5855,5459,5127,4798,4550,4296,4082,3792,29687,3636,21339,16703,13821,11371,9931,8561,7707,20676,7952,3056,1414,842,542,398,38850,38920,7914,2992,1380,750,510,370,20597,32802,5190,4806,4432,4023,3706,3416,3170,2951,2756,2595,20451,2491,14119,10892,9052,7790,6921,6284,5704,0,0,0,0,0,0,0,9493,140507,0,0,0,0,0,0,0
49546,6932,6310,5826,5321,4960,4608,4312,4062,3849,3662,30464,3504,21533,16470,13459,11434,10031,8871,7655,19879,7788,3047,1554,922,702,600,37929,37931,7788,3047,1554,922,702,600,19879,49315,7022,6324,5850,5368,4980,4656,4385,4153,3917,3703,30419,3529,21601,16423,13427,11424,10072,9016,7786,19712,7610,3096,1524,902,710,522,38060,38119,7626,3112,1526,958,752,546,19984,32204,5284,4893,4499,4102,3780,3466,3219,3013,2838,2661,19993,2531,13686,10667,8893,7711,6844,6246,5723,0,0,0,0,0,0,0,10990,139010,0,0,0,0,0,0,0
50766,7164,6514,6013,5604,5175,4871,4543,4333,4083,3850,29394,3662,21355,16967,13815,11777,9995,8831,7819,20195,7934,3006,1545,952,654,498,38332,38332,7934,3006,1545,952,654,498,20195,50755,7151,6521,6005,5611,5187,4931,4583,4375,4081,3845,29453,3647,21303,17019,13669,11777,9953,8821,7793,20490,7502,3148,1510,1012,624,558,38372,38422,7704,3008,1488,884,652,492,20267,32499,5237,4801,4393,4036,3702,3421,3184,2976,2802,2639,20242,2500,13859,10732,8891,7704,6873,6219,5692,0,0,0,0,0,0,0,9655,140345,0,0,0,0,0,0,0
50455,7129,6477,5991,5564,5214,4831,4537,4240,4025,3838,29806,3654,21343,16710,13797,11781,9964,8795,7872,21234,8104,3211,1311,678,402,223,39227,39229,8104,3211,1311,678,402,223,21234,50311,7167,6575,6083,5631,5267,4853,4591,4267,4029,3841,29795,3641,21215,16639,13795,11815,10051,8887,7931,21150,8114,3000,1354,638,390,212,39540,39432,8173,3010,1418,672,408,256,21126,32890,5403,4946,4533,4135,3799,3485,3223,2985,2788,2624,20662,2481,14226,11163,9177,7965,7074,6402,5895,0,0,0,0,0,0,0,7229,142771,0,0,0,0,0,0,0
51053,7278,6645,6108,5641,5295,4844,4535,4230,3994,3803,29188,3650,21220,16535,13752,11609,10086,8858,8003,20395,7779,3138,1390,894,611,484,38687,38687,7779,3138,1390,894,611,484,20395,50693,7211,6633,6071,5585,5265,4759,4475,4177,3945,3731,29041,3583,21133,16339,13657,11601,10047,8839,7931,20270,7726,2966,1410,940,548,460,38506,38712,7822,3190,1350,864,640,464,20823,32581,5305,4895,4475,4085,3770,3452,3185,2970,2760,2598,20139,2460,13707,10649,8888,7755,6900,6281,5782,0,0,0,0,0,0,0,9071,140929,0,0,0,0,0,0,0
51793,7115,6558,6065,5588,5242,4893,4618,4337,4136,3850,29513,3674,21957,16788,13750,11312,9814,8704,7891,20053,7662,2904,1385,866,660,505,37586,37588,7662,2904,1385,866,660,505,20053,51431,7155,6571,6123,5625,5259,4893,4668,4378,4132,3846,29533,3710,22085,16857,13747,11209,9941,8791,7921,20092,7386,2806,1500,982,682,524,37822,37675,7544,3154,1364,828,696,552,19766,32321,5310,4880,4489,4086,3763,3475,3197,2941,2725,2562,20164,2454,13761,10641,8812,7682,6870,6276,5767,0,0,0,0,0,0,0,9988,140012,0,0,0,0,0,0,0
49976,7430,6714,6198,5712,5273,4875,4499,4198,3957,3706,29824,3533,21203,16371,13411,11352,9968,8865,8081,20581,7779,3191,1558,973,680,506,37991,37993,7779,3191,1558,973,680,506,20581,49774,7289,6585,6059,5632,5214,4812,4522,4202,3960,3724,29751,3556,21269,16299,13287,11363,9897,8793,7967,20190,7862,3152,1480,992,728,552,38449,38192,7754,3242,1532,924,684,508,20318,32013,5458,5017,4591,4173,3823,3483,3226,2993,2803,2647,19786,2510,13703,10584,8842,7763,6959,6378,5881,0,0,0,0,0,0,0,10987,139013,0,0,0,0,0,0,0
51871,7074,6533,5878,5484,5043,4724,4477,4245,4008,3826,29509,3630,21293,16634,13558,11617,10172,8864,8025,20269,7683,3026,1466,909,638,516,38117,38119,7683,3026,1466,909,638,516,20269,51918,7034,6528,5848,5474,5044,4778,4464,4240,4028,3820,29468,3658,21310,16601,13551,11431,10003,8853,8061,20172,7786,3018,1542,970,628,542,38090,37791,7642,3042,1538,920,654,540,20342,32425,5343,4882,4501,4071,3709,3424,3179,2945,2742,2583,20093,2461,13851,10708,8933,7752,6907,6311,5800,0,0,0,0,0,0,0,9566,140434,0,0,0,0,0,0,0
49762,7177,6452,5941,5551,5138,4813,4539,4252,4044,3860,30337,3655,21588,17254,13778,11289,9946,8873,7896,20402,8035,3133,1409,852,635,451,38423,38425,8035,3133,1409,852,635,451,20402,49805,7090,6440,5950,5580,5190,4886,4600,4300,4082,3884,30322,3636,21696,17224,13798,11344,10020,8940,7900,20336,7732,2980,1406,876,610,504,38547,38978,7738,3102,1582,846,612,420,20404,32603,5257,4854,4466,4076,3739,3436,3182,2950,2777,2625,20103,2471,13810,10754,8853,7694,6830,6205,5736,0,0,0,0,0,0,0,8474,141526,0,0,0,0,0,0,0
49838,7131,6514,6071,5601,5250,4915,4570,4304,4076,3840,29753,3659,21097,16842,13662,11674,10140,8743,7875,20637,7993,3239,1470,888,556,432,38687,38689,7993,3239,1470,888,556,432,20637,50131,7145,6521,6071,5613,5221,4881,4515,4267,4039,3853,29981,3677,21057,16823,13745,11703,10187,8819,7919,20972,7810,3238,1472,874,588,428,38942,38466,8070,3112,1454,818,574,422,20541,32954,5358,4964,4516,4113,3752,3457,3196,2987,2797,2646,20699,2508,14165,10993,9076,7852,7018,6363,5839,0,0,0,0,0,0,0,7276,142724,0,0,0,0,0,0,0
51526,7012,6434,5853,5503,5095,4820,4468,4229,4026,3832,29689,3640,21861,16617,13657,11392,9966,8807,7927,20436,7892,3085,1526,988,725,475,38169,38171,7892,3085,1526,988,725,475,20436,51652,7041,6485,5911,5535,5161,4855,4517,4269,4023,3841,29665,3653,21761,16415,13547,11457,9977,8767,7921,20026,7818,3196,1534,1022,692,508,38825,38696,7652,3288,1516,1002,626,530,19906,32727,5268,4849,4445,4085,3752,3446,3194,2979,2788,2600,20150,2461,13805,10777,8940,7780,6961,6293,5737,0,0,0,0,0,0,0,9377,140623,0,0,0,0,0,0,0
51174,7008,6368,5844,5391,5026,4720,4437,4239,4006,3802,29452,3630,21012,16617,13543,11633,9893,8720,7757,20711,7864,3248,1483,918,606,415,38494,38496,7864,3248,1483,918,606,415,20711,50988,6983,6381,5855,5431,5063,4739,4469,4247,4025,3843,29442,3641,21232,16719,13543,11607,9901,8753,7753,20376,7760,3218,1416,962,646,430,38286,39333,8062,3162,1552,906,620,442,20406,32794,5289,4885,4479,4141,3816,3524,3265,2994,2831,2669,20502,2542,14054,10878,9012,7839,6936,6311,5766,0,0,0,0,0,0,0,8203,141797,0,0,0,0,0,0,0
49935,7108,6508,5993,5464,5100,4808,4521,4278,4034,3860,30121,3682,21654,16892,13441,11471,10063,8810,7907,20849,8009,3113,1447,800,524,351,38986,38988,8009,3113,1447,800,524,351,20849,49942,7110,6464,5960,5468,5120,4774,4476,4234,3987,3777,29993,3599,21657,16955,13497,11479,10037,8820,7930,20885,7996,3144,1406,822,550,322,38982,38990,8126,3152,1470,892,506,370,20584,32573,5239,4821,4430,4092,3785,3484,3188,2923,2727,2547,19942,2418,13694,10619,8827,7675,6834,6200,5673,0,0,0,0,0,0,0,9353,140647,0,0,0,0,0,0,0
50183,7162,6610,5944,5545,5189,4898,4610,4304,4112,3895,30220,3723,21639,16709,13369,11493,10017,8867,7862,20402,7844,3073,1492,906,629,476,38615,38617,7844,3073,1492,906,629,476,20402,50166,7173,6621,5953,5545,5205,4917,4661,4357,4129,3901,30370,3721,21720,16826,13472,11470,9972,8920,7884,20355,7914,2998,1490,914,648,482,38552,38532,8018,3076,1566,814,596,464,20450,32711,5233,4816,4451,4111,3807,3504,3232,2980,2784,2612,20240,2481,13965,10904,8974,7792,6932,6260,5714,0,0,0,0,0,0,0,8279,141721,0,0,0,0,0,0,0
49286,7135,6454,5900,5505,5120,4806,4556,4316,4054,3825,30295,3649,21808,16846,13757,11631,9821,8608,7793,20492,7859,3062,1403,857,609,437,38822,38824,7859,3062,1403,857,609,437,20492,49459,7169,6441,5915,5535,5172,4856,4586,4340,4096,3848,30189,3672,21793,16791,13673,11687,9927,8703,7867,20566,7818,3120,1506,828,616,506,38388,38893,7880,3090,1504,934,626,378,20278,32174,5458,5008,4611,4217,3840,3517,3211,2982,2804,2644,19788,2514,13687,10671,8852,7741,6945,6376,5876,0,0,0,0,0,0,0,9722,140278,0,0,0,0,0,0,0
49457,7223,6566,6062,5592,5141,4814,4567,4331,4075,3828,30329,3636,21497,16873,13818,11610,9894,8803,7931,20712,7954,3033,1455,832,579,426,38519,38521,7954,3033,1455,832,579,426,20712,49634,7137,6539,6060,5594,5164,4850,4588,4352,4094,3838,30301,3670,21487,16815,13845,11673,9841,8735,7803,20366,7804,3064,1418,864,596,392,38599,39052,7950,3052,1520,780,586,440,20612,32711,5216,4778,4390,4022,3693,3380,3145,2932,2751,2602,20079,2479,13805,10627,8892,7703,6844,6218,5693,0,0,0,0,0,0,0,11138,138862,0,0,0,0,0,0,0
49413,7174,6502,5982,5558,5180,4857,4556,4263,4022,3822,30593,3639,21528,16422,13584,11574,9935,8764,7902,20902,8012,3102,1429,747,476,328,39068,39070,8012,3102,1429,747,476,328,20902,49429,7167,6561,6047,5607,5191,4888,4592,4336,4116,3918,30707,3692,21439,16337,13559,11613,9889,8741,7887,21044,8186,2984,1468,728,512,342,39312,38600,8090,3100,1354,770,530,320,20729,32860,5338,4886,4493,4117,3762,3443,3186,2960,2734,2562,20322,2462,14001,10942,8978,7818,6993,6341,5774,0,0,0,0,0,0,0,9889,140111,0,0,0,0,0,0,0
49253,7211,6650,5992,5495,5130,4844,4572,4287,4045,3823,30104,3630,21175,16836,13887,11577,10024,8883,7938,20170,7767,3028,1540,955,672,510,38323,38325,7767,3028,1540,955,672,510,20170,49262,7218,6656,6066,5544,5156,4846,4558,4278,4048,3838,30193,3638,21160,16694,13766,11530,9988,8857,7946,19862,7842,3096,1400,924,576,530,38160,38583,7804,2980,1560,1014,662,492,20484,31838,5366,4952,4532,4105,3746,3429,3155,2925,2766,2612,19694,2471,13556,10637,8914,7741,6915,6308,5823,0,0,0,0,0,0,0,12801,137199,0,0,0,0,0,0,0
48327,7133,6560,6084,5637,5192,4799,4496,4266,4077,3910,29397,3736,21331,16905,14086,11898,9984,8721,7836,20365,7779,3068,1438,911,678,544,37955,37957,7779,3068,1438,911,678,544,20365,48234,7222,6606,6106,5662,5218,4786,4480,4236,4044,3892,29645,3700,21455,16923,13970,11884,9948,8694,7842,20342,7928,3039,1466,930,658,586,38076,37828,7840,3172,1488,922,654,516,20206,32280,5312,4914,4517,4128,3775,3475,3227,2995,2809,2631,19924,2488,13705,10666,8886,7779,6919,6283,5770,0,0,0,0,0,0,0,11859,138141,0,0,0,0,0,0,0
49660,7089,6366,5906,5523,5196,4897,4615,4326,4060,3850,29343,3676,21143,16678,13901,11812,10212,8853,7851,20263,7773,3151,1480,929,683,495,38311,38311,7773,3151,1480,929,683,495,20263,49660,7034,6384,5964,5588,5268,4898,4608,4298,4042,3832,29227,3666,21071,16669,13939,11965,10297,8882,7806,20464,7758,3304,1486,982,664,408,38313,38162,7946,3046,1562,954,560,496,20002,32235,5489,5091,4658,4271,3866,3515,3209,2924,2747,2578,19827,2468,13563,10614,8870,7802,7041,6441,5908,0,0,0,0,0,0,0,13763,136237,0,0,0,0,0,0,0
49205,6999,6483,6028,5591,5220,4840,4532,4279,4053,3860,29402,3681,21408,17057,14028,11863,9994,8590,7698,20443,7972,3086,1524,884,592,502,38341,38341,7972,3086,1524,884,592,502,20443,49019,7010,6502,6010,5602,5204,4820,4492,4262,4032,3844,29392,3668,21518,16887,13964,11762,10002,8584,7678,20270,7984,3140,1534,886,584,508,38946,38415,7600,3068,1466,900,606,420,20140,32191,5402,4977,4532,4143,3794,3470,3194,2971,2771,2615,19876,2496,13671,10611,8860,7707,6916,6339,5863,0,0,0,0,0,0,0,12314,137686,0,0,0,0,0,0,0
50097,7018,6409,5907,5511,5130,4790,4533,4297,4094,3898,29472,3697,21157,16747,13771,11677,10092,8835,7856,20727,7845,3182,1494,903,593,415,38620,38622,7845,3182,1494,903,593,415,20727,50147,7126,6516,6026,5612,5203,4869,4565,4293,4095,3855,29593,3667,21201,16834,13836,11698,10134,8886,7962,20542,7724,3186,1480,912,618,462,38554,39011,7998,3086,1526,858,624,384,20504,32441,5394,4974,4598,4234,3860,3555,3239,3012,2799,2651,19859,2499,13608,10642,8966,7770,6959,6299,5821,0,0,0,0,0,0,0,11646,138354,0,0,0,0,0,0,0
50416,7160,6566,6027,5613,5264,4869,4602,4346,4126,3860,29990,3672,21562,16750,13749,11437,9968,8883,7935,21118,8047,3166,1477,798,527,314,38722,38724,8047,3166,1477,798,527,314,21118,50310,7108,6532,6010,5588,5260,4838,4592,4310,4068,3830,29815,3626,21423,16801,13765,11427,10005,8883,7897,21202,8190,3160,1434,734,540,360,39239,38808,8048,3012,1468,840,566,334,20498,32432,5392,4963,4559,4193,3843,3539,3287,3045,2843,2682,19925,2555,13707,10686,8904,7779,6927,6316,5829,0,0,0,0,0,0,0,10613,139387,0,0,0,0,0,0,0
50654,7141,6476,5986,5573,5119,4832,4541,4297,4055,3861,30030,3661,21264,16741,13665,11598,9940,8799,7851,20688,7810,3112,1362,777,483,442,38631,38633,7810,3112,1362,777,483,442,20688,50641,7115,6469,6015,5563,5147,4833,4495,4290,4052,3806,30013,3616,21203,16773,13626,11694,9950,8758,7826,20424,7890,2924,1310,864,514,366,39016,38776,7896,3106,1462,762,540,378,20331,32231,5448,5044,4634,4244,3882,3567,3287,3053,2841,2680,19952,2573,13732,10737,8956,7783,6967,6333,5870,0,0,0,0,0,0,0,11581,138419,0,0,0,0,0,0,0
49411,7142,6546,5989,5578,5212,4829,4546,4275,4031,3811,30729,3635,21559,16583,13642,11731,10040,8710,7832,20516,7794,3094,1510,860,591,495,38714,38714,7794,3094,1510,860,591,495,20516,49377,7107,6463,5881,5489,5137,4793,4513,4255,4011,3833,30648,3691,21598,16540,13632,11718,10122,8763,7819,20298,7928,3008,1522,906,638,386,38613,38188,7884,3164,1594,944,568,470,20908,32459,5331,4903,4497,4167,3801,3484,3227,3011,2812,2654,20237,2518,13861,10823,8986,7813,6946,6311,5779,0,0,0,0,0,0,0,10482,139518,0,0,0,0,0,0,0
49895,7150,6491,5966,5546,5151,4833,4549,4291,4016,3810,29548,3611,21618,17179,13825,11406,9833,8692,7902,20299,7798,3082,1556,921,695,482,38433,38435,7798,3082,1556,921,695,482,20299,49720,7252,6586,5926,5466,5094,4812,4506,4262,3986,3794,29667,3618,21646,17218,13926,11544,9868,8722,7906,20048,7690,2974,1406,894,656,460,38109,38466,8084,3342,1540,1016,632,516,20776,32094,5440,5021,4615,4213,3826,3481,3176,2955,2763,2585,19632,2467,13513,10545,8880,7786,7000,6397,5911,0,0,0,0,0,0,0,11912,138088,0,0,0,0,0,0,0
48121,7048,6508,6037,5557,5095,4728,4471,4245,4034,3823,29087,3647,21442,17265,14319,11905,9757,8491,7646,20080,7522,3005,1463,930,695,563,37741,37743,7522,3005,1463,930,695,563,20080,48167,7112,6632,6114,5584,5116,4778,4474,4236,4048,3866,29043,3636,21431,17346,14452,11986,9764,8573,7722,20198,7528,3030,1570,1052,732,584,37838,37723,7514,2990,1512,1008,708,500,19378,32081,5330,4907,4524,4138,3806,3457,3209,2968,2776,2613,19681,2492,13602,10668,8862,7711,6885,6293,5782,0,0,0,0,0,0,0,12678,137322,0,0,0,0,0,0,0
49996,7021,6409,5841,5424,5038,4693,4426,4133,3935,3750,30122,3567,21221,16550,13550,11278,9760,8585,7685,20065,7806,3001,1448,853,622,504,38145,38147,7806,3001,1448,853,622,504,20065,49798,7009,6401,5863,5417,5101,4700,4420,4128,3874,3732,30151,3536,21113,16553,13449,11195,9693,8493,7709,20138,7304,2944,1390,862,622,456,38337,38096,7784,3016,1440,830,654,502,20450,31836,5417,5033,4590,4192,3773,3441,3160,2917,2717,2561,19320,2449,13208,10317,8652,7605,6892,6324,5862,0,0,0,0,0,0,0,12696,137304,0,0,0,0,0,0,0
50228,7151,6551,5975,5526,5193,4860,4587,4271,4089,3868,29646,3729,22359,16682,13582,11322,9973,8760,7864,20062,7836,3024,1557,1028,720,570,37643,37645,7836,3024,1557,1028,720,570,20062,50681,7139,6527,6030,5524,5158,4820,4548,4190,3982,3738,29651,3582,22412,16852,13526,11107,9815,8689,7871,19876,7854,3136,1536,1026,696,580,37568,37693,7900,3196,1620,962,704,560,19794,31917,5405,4998,4585,4202,3849,3555,3274,3054,2854,2686,19625,2554,13439,10447,8744,7682,6943,6340,5837,0,0,0,0,0,0,0,11742,138258,0,0,0,0,0,0,0
51167,7040,6486,5970,5575,5167,4864,4572,4316,4087,3824,29774,3653,21418,16947,13425,11576,10053,8825,7871,20051,7810,3210,1426,905,619,465,38275,38277,7810,3210,1426,905,619,465,20051,50962,7106,6510,5954,5582,5172,4890,4572,4290,4070,3828,29863,3656,21504,16962,13470,11632,10064,8825,7933,20258,7886,3146,1472,904,652,496,38115,38026,7652,3054,1418,942,662,484,20390,31929,5375,4968,4584,4229,3859,3489,3209,2974,2792,2596,19710,2453,13482,10481,8812,7698,6880,6304,5818,0,0,0,0,0,0,0,11728,138272,0,0,0,0,0,0,0
48710,7131,6473,5991,5552,5157,4814,4452,4206,4006,3820,30121,3631,22047,16842,13339,11376,10066,8958,7982,20006,7862,3083,1508,965,700,549,37912,37914,7862,3083,1508,965,700,549,20006,48520,7063,6430,6000,5618,5274,4900,4540,4288,4086,3870,29967,3662,21983,17003,13393,11427,10055,8923,7955,20338,7804,3280,1548,1076,748,516,37631,37432,7602,3212,1626,1086,686,568,20248,32096,5350,4918,4534,4165,3839,3493,3243,3008,2787,2628,19748,2494,13565,10528,8783,7691,6877,6260,5791,0,0,0,0,0,0,0,11320,138680,0,0,0,0,0,0,0
50226,7081,6460,5945,5502,5178,4852,4525,4262,4020,3847,29689,3628,21470,17004,13587,11658,10139,8972,8026,20359,7650,3039,1547,960,620,518,37895,37897,7650,3039,1547,960,620,518,20359,50370,7039,6411,5919,5525,5203,4853,4539,4302,4054,3866,29714,3676,21400,16859,13547,11639,10033,8887,7973,20033,7658,3200,1514,852,722,472,38078,38048,7798,3168,1494,904,680,592,20016,31714,5399,4988,4601,4243,3883,3540,3261,3026,2813,2683,19177,2532,13104,10252,8582,7543,6869,6295,5824,0,0,0,0,0,0,0,13459,136541,0,0,0,0,0,0,0
50514,7091,6399,5891,5498,5103,4768,4472,4263,4052,3875,29796,3661,21852,16809,13386,11427,9828,8786,7767,20258,7796,2982,1522,887,646,445,38705,38707,7796,2982,1522,887,646,445,20258,50463,7090,6414,5954,5556,5136,4806,4484,4276,4042,3878,29776,3656,21942,16798,13546,11468,9810,8804,7786,20438,7684,3166,1448,892,654,478,38173,38784,8128,2998,1434,894,666,448,20268,31844,5451,5042,4643,4232,3841,3509,3193,2974,2781,2629,19453,2511,13325,10399,8694,7676,6893,6342,5863,0,0,0,0,0,0,0,12549,137451,0,0,0,0,0,0,0
49967,7101,6533,6071,5609,5248,4898,4543,4295,4049,3835,30130,3649,21098,16816,13687,11569,9937,8654,7826,20229,7775,3126,1463,951,684,503,38292,38294,7775,3126,1463,951,684,503,20229,49859,7045,6487,6035,5589,5255,4897,4587,4325,4067,3869,30069,3667,21135,16955,13785,11649,10021,8649,7801,20134,7752,3156,1518,980,630,506,38368,38214,7728,3130,1532,954,682,468,20241,32247,5351,4974,4599,4157,3808,3498,3237,2997,2800,2656,19846,2529,13626,10590,8757,7651,6860,6276,5790,0,0,0,0,0,0,0,11971,138029,0,0,0,0,0,0,0
50018,6921,6353,5889,5516,5097,4791,4531,4161,3911,3729,30288,3539,21374,16435,13574,11511,9789,8631,7818,20218,7726,3049,1493,955,731,552,37879,37879,7726,3049,1493,955,731,552,20218,50194,6928,6354,5836,5458,5058,4734,4444,4138,3922,3738,30508,3560,21470,16478,13684,11559,9785,8611,7850,20033,7688,3130,1492,958,730,542,37804,38118,7948,3112,1398,970,730,566,19888,32069,5315,4865,4459,4097,3763,3446,3194,2976,2768,2603,19653,2474,13603,10559,8788,7698,6887,6294,5783,0,0,0,0,0,0,0,11907,138093,0,0,0,0,0,0,0
