num_peaks_10,num_peaks_11,num_peaks_12,num_peaks_8,num_peaks_9
5128,4738,4386,6183,5630
5291,4809,4424,6356,5775
5346,4898,4462,6362,5821
5254,4828,4413,6323,5757
5151,4694,4321,6262,5658
5288,4824,4426,6350,5762
5010,4569,4167,6180,5535
5158,4702,4319,6242,5661
5135,4691,4267,6270,5646
5128,4692,4268,6267,5625
5209,4779,4385,6280,5675
5068,4638,4269,6181,5586
5094,4684,4308,6150,5581
5128,4663,4260,6174,5588
5081,4680,4280,6236,5562
5146,4718,4348,6221,5654
5056,4595,4212,6192,5585
5151,4694,4288,6317,5688
5060,4664,4323,6211,5583
5052,4612,4235,6167,5561
5051,4641,4287,6125,5555
5215,4771,4392,6261,5710
5229,4739,4333,6317,5730
5095,4664,4255,6251,5601
5158,4719,4358,6192,5619
5166,4723,4338,6237,5659
5182,4723,4317,6261,5676
5171,4730,4307,6218,5652
5233,4788,4421,6394,5751
5247,4789,4409,6246,5683
5302,4872,4468,6360,5794
5165,4699,4327,6223,5637
5211,4796,4438,6248,5695
5243,4804,4437,6262,5695
5200,4764,4377,6273,5689
5139,4705,4259,6200,5609
5260,4796,4405,6294,5735
5257,4802,4403,6333,5740
5284,4878,4475,6330,5765
5213,4808,4432,6228,5687
5155,4689,4316,6261,5672
5205,4758,4356,6250,5707
5289,4854,4451,6331,5771
5252,4812,4395,6317,5749
5320,4860,4496,6370,5820
5298,4882,4473,6276,5772
5160,4748,4385,6268,5687
5205,4755,4323,6301,5740
5275,4817,4438,6230,5724
5274,4877,4472,6344,5739
5340,4919,4540,6273,5784
5284,4855,4448,6250,5729
5261,4825,4405,6290,5722
5348,4927,4550,6349,5785
5243,4814,4398,6228,5716
5351,4926,4511,6303,5816
5224,4820,4422,6276,5755
5256,4886,4495,6269,5699
5185,4750,4372,6249,5671
5473,5022,4605,6407,5928
5313,4879,4466,6277,5772
5291,4845,4459,6380,5801
5277,4863,4490,6271,5758
5307,4883,4483,6282,5743
5320,4858,4438,6339,5798
5239,4773,4390,6295,5740
5317,4865,4452,6283,5774
5263,4828,4452,6186,5699
5277,4861,4454,6283,5711
5338,4912,4508,6348,5819
5369,4931,4555,6333,5836
5291,4818,4411,6298,5799
5361,4901,4486,6349,5826
5289,4853,4481,6259,5706
5318,4861,4452,6284,5782
5267,4895,4563,6270,5743
5364,4936,4540,6303,5790
5378,4948,4492,6315,5805
5448,5011,4606,6366,5878
5248,4815,4435,6292,5720
5344,4955,4562,6289,5792
5340,4917,4511,6407,5816
5291,4889,4502,6201,5734
5425,5014,4608,6371,5885
5420,4970,4564,6332,5858
5346,4928,4539,6288,5808
5282,4830,4444,6277,5752
5328,4863,4462,6312,5771
5305,4850,4468,6296,5770
5375,4987,4570,6286,5784
5386,4934,4516,6333,5810
5347,4920,4483,6299,5824
5331,4932,4539,6358,5786
5334,4907,4537,6329,5848
5321,4889,4461,6310,5780
5284,4867,4447,6259,5688
5276,4821,4416,6316,5776
5301,4894,4477,6255,5766
5334,4958,4547,6257,5768
5424,4957,4540,6362,5864
5394,4933,4516,6385,5857
5367,4938,4503,6340,5807
5376,4972,4577,6286,5810
5425,5007,4578,6354,5827
5327,4915,4540,6310,5779
5449,5023,4591,6395,5884
5394,4994,4601,6335,5814
5321,4922,4553,6280,5756
5396,4978,4569,6321,5830
5497,5033,4627,6435,5943
5351,4946,4546,6283,5771
5455,5047,4644,6363,5910
5369,4988,4588,6297,5804
5399,4999,4569,6324,5841
5350,4960,4571,6316,5804
5465,5051,4658,6306,5852
5451,5050,4627,6414,5908
5333,4900,4468,6237,5748
5421,4953,4580,6416,5892
5491,5040,4623,6396,5945
5354,4939,4534,6373,5857
5440,4972,4565,6396,5914
5482,5064,4655,6363,5913
5416,5011,4594,6356,5891
5432,5012,4574,6371,5867
5518,5089,4705,6369,5927
5505,5116,4732,6320,5907
5489,5082,4685,6388,5923
5470,5005,4580,6368,5885
5357,4944,4575,6224,5771
5398,4964,4555,6421,5869
5387,4982,4575,6326,5836
5450,5003,4591,6353,5883
5310,4895,4483,6335,5799
5553,5091,4649,6430,5966
5450,5021,4606,6370,5877
5439,4995,4600,6408,5886
5417,5024,4603,6279,5829
5582,5145,4746,6459,5996
5378,4989,4615,6285,5825
5434,5007,4561,6373,5859
5512,5086,4626,6402,5939
5335,4936,4544,6255,5759
5401,4968,4573,6292,5835
5512,5065,4615,6463,5940
5422,5006,4623,6347,5862
5519,5133,4715,6385,5954
5468,5057,4612,6363,5889
5517,5097,4705,6406,5947
5515,5123,4701,6411,5943
5477,5100,4694,6326,5903
5507,5104,4694,6404,5929
5447,5016,4633,6323,5864
5345,4945,4561,6234,5771
5506,5100,4664,6360,5931
5583,5170,4741,6460,6021
5403,4984,4584,6335,5817
5366,5017,4585,6260,5794
5470,5057,4655,6368,5905
5579,5152,4755,6439,6018
5504,5076,4648,6399,5932
5515,5119,4685,6392,5889
5454,5028,4635,6339,5905
5395,5011,4622,6238,5806
5514,5069,4654,6354,5897
5468,5079,4713,6325,5886
5519,5131,4690,6304,5901
5708,5285,4864,6437,6070
5652,5249,4803,6448,6042
5601,5188,4718,6474,6025
5508,5109,4699,6341,5926
5568,5135,4715,6390,5986
5484,5044,4618,6353,5881
5407,4972,4606,6338,5859
5387,4976,4552,6277,5778
5520,5115,4680,6408,5935
5511,5080,4654,6365,5926
5545,5103,4698,6395,5968
5481,5041,4625,6411,5944
5414,5021,4609,6342,5864
5477,5083,4660,6369,5905
5564,5176,4757,6460,5999
5474,5078,4674,6335,5874
5493,5068,4635,6406,5935
5524,5092,4664,6434,5952
5418,5008,4579,6336,5859
5434,5053,4662,6287,5840
5488,5061,4605,6285,5860
5299,4872,4468,6291,5773
5541,5110,4654,6445,5924
5474,5075,4666,6359,5898
5589,5177,4736,6437,5981
5488,5063,4637,6392,5933
5411,4991,4604,6367,5865
5491,5038,4634,6338,5888
5487,5090,4692,6345,5917
5509,5118,4710,6389,5917
5493,5102,4662,6346,5900
5577,5170,4683,6449,5972
5491,5063,4608,6364,5910
5467,5038,4626,6327,5873
5475,5057,4634,6391,5913
5462,5074,4657,6296,5878
5599,5163,4704,6383,5990
5530,5150,4741,6341,5938
5486,5071,4710,6427,5953
5662,5253,4819,6487,6036
5530,5114,4694,6459,5962
5439,5012,4613,6353,5849
5396,4967,4557,6307,5848
5554,5123,4723,6442,5963
5498,5096,4692,6366,5964
5517,5082,4699,6359,5927
5525,5073,4644,6410,5930
5526,5122,4722,6417,5959
5602,5198,4765,6453,6009
5493,5078,4685,6352,5906
5466,5056,4641,6360,5903
5514,5096,4675,6410,5963
5445,5043,4610,6299,5830
5541,5123,4673,6418,5943
5525,5125,4709,6414,5961
5563,5119,4707,6400,5979
5432,5004,4584,6329,5839
5421,5005,4585,6296,5867
5606,5190,4751,6463,6041
5538,5140,4753,6390,5961
5497,5079,4642,6355,5919
5585,5155,4708,6414,5958
5461,5069,4699,6312,5861
5629,5193,4773,6460,6033
5547,5112,4677,6394,5944
5595,5184,4773,6510,6033
5492,5086,4676,6358,5919
5591,5196,4780,6435,5970
5464,5074,4689,6304,5835
5527,5120,4719,6396,5933
5608,5168,4728,6519,6072
5494,5077,4690,6353,5924
5431,5024,4571,6346,5871
5599,5182,4759,6408,5951
5464,5017,4624,6309,5895
5503,5127,4754,6339,5902
5436,5013,4612,6337,5865
5578,5160,4744,6473,5980
5632,5215,4814,6406,6007
5456,5069,4671,6310,5856
5588,5208,4789,6336,5932
5633,5208,4750,6473,6046
5519,5108,4730,6386,5894
5447,5054,4617,6313,5853
5454,5041,4672,6260,5842
5549,5136,4731,6251,5889
5622,5236,4817,6426,5999
5554,5164,4762,6391,5938
5530,5133,4727,6370,5941
5409,4989,4578,6282,5837
5536,5125,4691,6443,5963
5609,5165,4745,6483,6010
5494,5083,4665,6392,5925
5395,4993,4579,6346,5865
5514,5135,4732,6367,5918
5482,5065,4652,6427,5908
5477,5068,4660,6335,5899
5481,5041,4616,6424,5979
5526,5152,4722,6333,5922
5567,5143,4778,6413,5998
5481,5079,4663,6344,5927
5399,4981,4612,6284,5832
5530,5114,4675,6334,5948
5391,4976,4553,6264,5789
5515,5118,4655,6366,5933
5575,5167,4781,6445,5983
5566,5115,4693,6365,5954
5656,5262,4861,6503,6095
5595,5144,4744,6377,5963
5574,5139,4724,6387,5963
5489,5057,4618,6303,5844
5581,5184,4787,6478,6021
5390,4970,4532,6280,5821
5491,5067,4678,6417,5948
5550,5129,4745,6412,5972
5485,5073,4674,6348,5912
5520,5113,4688,6413,5929
5546,5094,4698,6387,5968
5530,5098,4695,6397,5994
5478,5084,4696,6378,5920
5630,5230,4793,6504,6042
5518,5148,4726,6348,5947
5532,5134,4715,6376,5978
5606,5211,4796,6426,6019
5580,5117,4680,6441,5996
5459,5036,4613,6335,5888
5538,5154,4735,6430,5987
5474,5057,4636,6367,5907
5577,5165,4749,6395,5970
5566,5133,4694,6435,5966
5554,5129,4718,6415,6001
5501,5125,4706,6328,5912
5513,5081,4677,6337,5904
5563,5156,4746,6379,5967
5586,5140,4733,6440,5992
5651,5237,4821,6484,6027
5493,5068,4669,6316,5902
5609,5178,4765,6443,6012
5476,5075,4686,6353,5893
5608,5200,4799,6364,5975
5503,5134,4705,6347,5925
5423,5061,4680,6226,5836
5534,5139,4705,6360,5920
5539,5137,4726,6364,5918
5597,5180,4739,6471,6032
5740,5341,4875,6488,6138
5591,5157,4710,6378,5972
5700,5292,4851,6469,6078
6010,5580,5120,6820,6414
5663,5213,4802,6504,6076
5532,5098,4690,6412,5934
5461,5052,4630,6402,5909
5326,4885,4476,6359,5844
5244,4806,4401,6302,5752
5169,4724,4286,6255,5660
5151,4695,4297,6277,5651
5145,4720,4347,6204,5611
5117,4690,4328,6184,5618
5277,4839,4474,6329,5762
5214,4777,4360,6282,5715
5215,4780,4393,6337,5710
5107,4669,4274,6182,5587
5291,4853,4475,6356,5807
5202,4750,4324,6227,5664
5186,4725,4327,6327,5722
5142,4704,4316,6333,5714
5172,4724,4396,6212,5655
5160,4783,4373,6299,5673
5041,4641,4282,6164,5582
5181,4744,4357,6293,5692
5047,4596,4251,6231,5609
5128,4697,4332,6253,5633
5123,4676,4320,6176,5581
5153,4696,4327,6269,5679
5234,4789,4402,6318,5744
5247,4786,4412,6309,5740
5290,4839,4438,6362,5749
5077,4621,4269,6261,5600
5086,4638,4280,6200,5625
5167,4690,4327,6312,5658
5126,4663,4298,6238,5681
5258,4808,4390,6326,5749
5139,4733,4317,6216,5636
5283,4812,4414,6320,5778
5167,4751,4337,6249,5629
5122,4691,4337,6216,5632
5228,4800,4406,6242,5683
5201,4766,4399,6306,5706
5161,4740,4331,6214,5662
5173,4740,4319,6234,5658
5257,4830,4437,6255,5748
5306,4862,4471,6322,5782
5234,4787,4361,6275,5731
5206,4731,4365,6274,5707
5202,4744,4355,6271,5692
5347,4922,4503,6366,5817
5249,4793,4435,6284,5735
5236,4818,4438,6273,5721
5265,4803,4444,6294,5728
5163,4779,4396,6243,5626
5162,4725,4329,6228,5638
5288,4877,4514,6352,5782
5321,4888,4468,6346,5744
5316,4903,4470,6451,5891
5271,4847,4436,6316,5759
5296,4869,4432,6322,5795
5260,4844,4441,6328,5755
5179,4749,4329,6258,5672
5340,4921,4544,6357,5847
5209,4778,4381,6282,5708
5222,4803,4434,6267,5674
5248,4812,4433,6324,5727
5311,4881,4481,6336,5785
5195,4798,4418,6219,5687
5172,4730,4322,6195,5662
5266,4850,4422,6288,5727
5415,5022,4578,6408,5892
5317,4883,4498,6321,5790
5263,4813,4417,6223,5700
5418,4992,4576,6412,5883
5398,4949,4550,6377,5873
5276,4877,4485,6232,5723
5264,4886,4503,6279,5722
5283,4885,4486,6260,5735
5327,4905,4505,6285,5786
5316,4862,4518,6285,5764
5455,5011,4590,6384,5891
5323,4850,4485,6392,5785
5225,4791,4388,6297,5726
5258,4872,4483,6320,5765
5299,4900,4559,6282,5743
5316,4877,4501,6305,5763
5332,4921,4511,6274,5763
5252,4792,4398,6327,5724
5331,4907,4481,6347,5791
5331,4906,4521,6324,5789
5454,5011,4597,6383,5896
5333,4908,4507,6333,5817
5325,4903,4479,6291,5784
5347,4914,4495,6309,5823
5431,4986,4600,6334,5848
5261,4874,4444,6261,5701
5339,4923,4545,6360,5791
5357,4955,4528,6384,5834
5365,4939,4527,6275,5788
5398,4989,4552,6323,5839
5411,4940,4521,6403,5874
5380,4964,4556,6343,5813
5294,4869,4457,6247,5744
5377,4986,4569,6324,5806
5343,4903,4487,6293,5788
5359,4897,4516,6355,5809
5433,5018,4583,6368,5905
5310,4902,4507,6300,5783
5390,5003,4596,6343,5846
5471,5042,4641,6364,5882
5365,4941,4505,6329,5813
5333,4915,4539,6371,5812
5404,4982,4542,6350,5849
5455,5000,4556,6357,5868
5408,4983,4589,6325,5850
5387,4988,4579,6349,5849
5390,4987,4542,6361,5861
5360,4924,4508,6342,5779
5515,5029,4600,6517,5969
5418,5001,4587,6374,5852
5376,4974,4568,6337,5830
5447,5024,4618,6319,5821
5360,4971,4532,6303,5781
5427,4996,4651,6378,5873
5462,5050,4652,6405,5920
5490,5110,4701,6369,5904
5471,5070,4614,6447,5946
5520,5097,4643,6424,5941
5472,5031,4622,6392,5891
5476,5039,4629,6411,5907
5423,5052,4700,6261,5866
5443,5010,4599,6334,5825
5492,5072,4646,6423,5908
5430,5007,4597,6392,5903
5508,5078,4646,6375,5961
5365,4965,4577,6270,5780
5347,4976,4550,6408,5883
5385,4981,4604,6281,5793
5440,5019,4631,6338,5838
5472,5085,4651,6391,5943
5436,5038,4652,6432,5869
5464,5078,4646,6384,5908
5453,5042,4657,6383,5906
5443,5006,4583,6342,5876
5300,4895,4525,6244,5734
5434,5000,4624,6292,5870
5482,5094,4655,6341,5905
5611,5176,4776,6448,6018
5502,5107,4677,6424,5922
5462,5053,4640,6399,5928
5453,5069,4629,6347,5853
5572,5165,4764,6443,5990
5415,5012,4600,6305,5849
5468,5074,4634,6368,5907
5467,5047,4639,6330,5911
5488,5080,4680,6368,5895
5461,5086,4679,6395,5916
5497,5050,4646,6369,5905
5478,5055,4633,6271,5848
5434,4987,4582,6337,5865
5453,5036,4610,6326,5886
5448,5067,4647,6273,5862
5490,5079,4691,6411,5925
5489,5067,4654,6402,5899
5549,5117,4736,6410,5959
5520,5118,4666,6392,5924
5420,5002,4568,6352,5871
5404,4995,4557,6308,5830
5459,5055,4648,6284,5867
5481,5056,4660,6385,5897
5500,5076,4678,6379,5930
5507,5093,4682,6414,5957
5444,5037,4637,6404,5901
5471,5009,4585,6383,5929
5411,5005,4615,6314,5840
5430,5036,4646,6273,5815
5516,5125,4736,6426,5958
5534,5161,4734,6352,5927
5459,5038,4634,6303,5872
5490,5071,4668,6370,5901
5487,5088,4708,6371,5891
5503,5077,4673,6342,5925
5489,5079,4677,6365,5915
5464,5070,4633,6336,5880
5491,5097,4698,6354,5905
5375,4942,4529,6365,5837
5669,5246,4794,6519,6085
5496,5043,4619,6394,5937
5545,5123,4737,6424,5947
5504,5118,4680,6366,5928
5548,5115,4684,6395,5946
5464,5032,4637,6330,5885
5522,5077,4648,6446,5963
5496,5094,4703,6402,5965
5432,5035,4618,6288,5826
5528,5105,4712,6345,5918
5550,5143,4717,6367,5953
5446,5020,4606,6293,5882
5522,5142,4718,6314,5932
5566,5148,4707,6394,5975
5570,5150,4748,6406,5968
5469,5048,4656,6296,5884
5502,5095,4673,6339,5934
5465,5088,4701,6306,5878
5503,5129,4731,6333,5901
5488,5071,4675,6323,5909
5483,5086,4671,6360,5915
5613,5187,4793,6395,6018
6009,5629,5179,6658,6361
5844,5420,4951,6494,6149
5532,5112,4718,6367,5917
5414,4954,4533,6393,5859
5257,4861,4496,6302,5755
5281,4825,4406,6388,5798
5334,4897,4528,6345,5817
5173,4765,4366,6295,5697
5138,4734,4333,6224,5650
5207,4770,4355,6291,5685
5134,4635,4253,6249,5639
5275,4830,4434,6332,5724
5147,4731,4320,6239,5646
5098,4678,4298,6206,5611
5224,4769,4384,6294,5743
5315,4835,4441,6271,5770
5447,5038,4618,6369,5879
5460,5056,4694,6354,5877
5292,4892,4475,6238,5739
5284,4875,4495,6260,5740
5304,4872,4479,6305,5733
5252,4826,4438,6226,5711
5188,4740,4358,6295,5704
5124,4725,4363,6206,5592
5149,4686,4320,6248,5643
5200,4761,4356,6284,5704
5131,4747,4344,6186,5618
5139,4702,4291,6233,5626
5143,4740,4351,6243,5647
5081,4673,4273,6220,5605
5197,4792,4402,6235,5705
5245,4783,4406,6244,5694
5263,4838,4423,6248,5714
5245,4858,4428,6284,5709
5324,4901,4528,6277,5780
5183,4777,4409,6187,5654
5272,4903,4506,6202,5706
5372,4946,4509,6333,5810
5257,4808,4427,6253,5734
5308,4903,4467,6302,5774
5333,4946,4543,6323,5811
5323,4906,4527,6302,5779
5238,4813,4443,6166,5686
5368,4973,4570,6344,5798
5389,5012,4614,6358,5843
5292,4889,4515,6237,5735
5396,4976,4560,6316,5840
5370,4988,4584,6295,5807
5408,5023,4629,6313,5813
5305,4866,4476,6269,5777
5317,4907,4509,6266,5782
5462,5053,4640,6334,5854
5295,4864,4458,6251,5747
5362,4943,4549,6337,5851
5328,4909,4514,6304,5784
5306,4879,4482,6261,5785
5311,4878,4490,6315,5785
5308,4888,4481,6278,5755
5309,4879,4444,6228,5734
5318,4872,4448,6272,5760
5310,4915,4497,6280,5769
5363,4888,4517,6320,5790
5316,4913,4503,6234,5696
5249,4855,4453,6250,5713
5198,4809,4400,6155,5639
5363,4963,4537,6333,5812
5300,4902,4490,6298,5766
5218,4793,4424,6235,5699
5242,4804,4393,6278,5732
5308,4887,4472,6300,5776
5261,4829,4471,6249,5716
5241,4816,4416,6227,5690
5291,4868,4500,6234,5752
5344,4869,4468,6332,5804
5348,4901,4504,6329,5798
5321,4890,4478,6311,5803
5406,4987,4536,6389,5847
5318,4902,4507,6344,5792
5388,4978,4554,6278,5801
5299,4862,4467,6276,5740
5294,4863,4443,6265,5743
5411,4996,4587,6366,5872
5466,5024,4588,6358,5910
5451,5013,4595,6372,5888
5354,4955,4592,6239,5756
5378,4978,4566,6315,5809
5381,5004,4580,6260,5807
5360,4968,4552,6299,5805
5394,4986,4581,6351,5854
5353,4968,4539,6279,5771
5313,4900,4478,6311,5797
5301,4924,4516,6217,5748
5435,5062,4663,6328,5874
5429,5012,4632,6367,5868
5403,4989,4567,6342,5869
5453,5017,4593,6390,5903
5358,4948,4551,6294,5798
5329,4911,4516,6316,5796
5388,4992,4560,6346,5823
5342,4945,4577,6311,5815
5382,4983,4657,6269,5813
5503,5073,4681,6436,5910
5384,4990,4548,6327,5826
5435,5004,4611,6317,5847
5454,5023,4601,6307,5856
5481,5054,4619,6421,5937
5366,4951,4547,6295,5807
5351,4915,4478,6283,5801
5355,4945,4556,6334,5817
5472,5080,4665,6331,5899
5451,5030,4651,6432,5928
5473,5050,4608,6398,5913
5515,5092,4652,6409,5929
5338,5007,4633,6256,5772
5419,5005,4587,6264,5825
5386,4939,4536,6264,5786
5428,5023,4606,6297,5842
5313,4899,4524,6218,5728
5494,5030,4571,6374,5929
5442,5040,4646,6308,5849
5342,4948,4527,6214,5767
5616,5172,4738,6482,6029
5431,4996,4601,6290,5844
5439,5009,4594,6348,5871
5368,5001,4595,6303,5822
5210,4841,4443,6167,5658
5477,5068,4619,6329,5885
5423,5044,4662,6322,5856
5495,5082,4617,6405,5954
5494,5121,4722,6418,5920
5380,4983,4581,6268,5840
5486,5098,4690,6301,5864
5531,5123,4705,6432,5943
5504,5121,4703,6330,5920
5557,5103,4721,6381,5958
5599,5171,4740,6424,5983
5521,5106,4723,6404,5964
5437,5022,4595,6304,5835
5601,5180,4756,6403,5996
5437,5019,4605,6308,5852
5489,5125,4686,6400,5936
5444,5021,4629,6372,5850
5448,5065,4652,6332,5877
5494,5111,4657,6379,5941
5572,5163,4716,6393,5979
5462,5024,4593,6309,5913
5430,5012,4621,6311,5854
5453,5022,4601,6325,5883
5438,5033,4608,6390,5896
5455,5046,4615,6356,5882
5475,5051,4654,6345,5870
5486,5058,4640,6379,5927
5513,5109,4702,6310,5898
5450,5008,4602,6363,5898
5475,5064,4680,6339,5842
5528,5122,4690,6402,5924
5550,5147,4733,6413,5975
5487,5084,4669,6352,5898
5516,5058,4659,6367,5919
5435,5001,4596,6333,5858
5460,5016,4616,6318,5874
5458,5023,4621,6307,5858
5514,5105,4690,6392,5936
5445,5007,4617,6334,5879
5524,5140,4726,6316,5895
5586,5171,4741,6446,6005
5500,5084,4636,6366,5890
5496,5087,4688,6391,5958
5482,5043,4598,6403,5930
5574,5190,4803,6451,6010
5443,5033,4641,6315,5867
5430,5073,4655,6327,5867
5561,5146,4692,6424,6018
5480,5075,4622,6372,5911
5439,5030,4676,6278,5851
5359,4960,4556,6243,5783
5532,5104,4695,6419,5967
5557,5158,4746,6328,5929
5464,5013,4566,6352,5863
5319,4916,4493,6217,5739
5491,5072,4669,6335,5876
5615,5211,4793,6454,6020
5881,5431,4979,6671,6304
5720,5267,4832,6595,6162
5575,5164,4737,6439,6006
5392,4983,4619,6319,5824
5268,4797,4392,6332,5734
5209,4754,4375,6334,5724
5278,4815,4400,6331,5739
5228,4784,4387,6354,5744
5127,4698,4312,6177,5613
5160,4720,4306,6256,5690
5080,4675,4269,6234,5615
5197,4758,4353,6261,5687
5314,4909,4495,6307,5792
5312,4857,4460,6388,5789
5172,4741,4362,6224,5627
5113,4689,4306,6178,5602
5166,4733,4363,6283,5657
5190,4723,4329,6235,5655
5222,4753,4351,6298,5743
5137,4699,4323,6273,5660
5163,4729,4329,6319,5703
5137,4706,4311,6266,5645
5169,4709,4325,6222,5634
5094,4657,4281,6189,5613
5149,4733,4326,6272,5668
5091,4674,4281,6236,5634
5144,4677,4302,6214,5630
5356,4912,4492,6387,5841
5138,4695,4307,6164,5577
5202,4775,4378,6302,5703
5127,4723,4319,6172,5600
5142,4684,4331,6260,5640
5265,4813,4380,6284,5731
5129,4726,4350,6216,5598
5133,4756,4368,6210,5645
5217,4827,4418,6214,5670
5313,4899,4500,6264,5771
5172,4725,4334,6216,5657
5357,4898,4518,6293,5801
5281,4867,4444,6271,5726
5232,4777,4422,6281,5693
5248,4847,4431,6315,5732
5282,4887,4488,6286,5721
5252,4798,4418,6236,5720
5420,4979,4592,6407,5911
5184,4757,4357,6265,5696
5189,4738,4360,6243,5673
5329,4904,4471,6303,5755
5300,4890,4467,6312,5778
5258,4865,4508,6243,5737
5256,4831,4448,6243,5699
5267,4823,4392,6283,5752
5216,4826,4420,6288,5681
5345,4893,4490,6310,5776
5319,4909,4490,6346,5782
5317,4876,4471,6247,5737
5218,4784,4437,6233,5690
5224,4793,4400,6263,5723
5210,4787,4412,6232,5662
5087,4697,4288,6198,5608
5232,4760,4360,6293,5726
5183,4736,4377,6274,5682
5247,4830,4427,6296,5754
5239,4801,4410,6284,5725
5217,4729,4375,6294,5686
5147,4706,4334,6189,5634
5194,4765,4365,6267,5694
5172,4735,4353,6353,5719
5192,4718,4339,6324,5721
5253,4801,4425,6315,5756
5143,4701,4289,6218,5637
5250,4817,4416,6312,5719
5167,4773,4387,6166,5619
5273,4822,4447,6286,5732
5275,4834,4453,6259,5732
5239,4816,4409,6283,5694
5131,4712,4326,6116,5586
5292,4862,4471,6333,5749
5194,4748,4355,6237,5657
5206,4765,4387,6342,5738
5336,4902,4510,6318,5783
5329,4909,4466,6374,5772
5176,4738,4331,6209,5636
5338,4901,4493,6310,5808
5157,4698,4351,6197,5631
5260,4831,4429,6323,5730
5286,4863,4456,6291,5763
5175,4746,4376,6251,5668
5209,4738,4333,6279,5716
5352,4929,4556,6310,5809
5301,4900,4498,6266,5767
5163,4775,4389,6155,5647
5324,4924,4539,6321,5779
5304,4862,4477,6290,5776
5293,4831,4453,6308,5741
5294,4897,4503,6222,5739
5304,4921,4558,6313,5748
5354,4907,4490,6281,5783
5251,4861,4484,6275,5743
5377,4924,4547,6374,5827
5434,5004,4571,6395,5898
5371,4952,4544,6333,5843
5391,4970,4578,6337,5827
5336,4912,4504,6347,5802
5437,4999,4583,6427,5921
5416,5002,4540,6374,5855
5321,4918,4514,6278,5753
5387,4978,4592,6270,5801
5377,4998,4623,6289,5773
5360,4902,4511,6330,5830
5373,4965,4549,6299,5837
5301,4881,4492,6239,5713
5372,4919,4503,6347,5803
5376,4952,4527,6317,5819
5349,4919,4509,6312,5797
5457,5058,4614,6420,5922
5332,4955,4528,6312,5783
5462,5011,4575,6392,5875
5331,4931,4517,6308,5784
5421,5000,4566,6427,5863
5347,4941,4553,6249,5777
5278,4840,4478,6166,5698
5330,4880,4479,6283,5802
5343,4939,4533,6256,5788
5384,4990,4563,6410,5865
5438,4999,4593,6291,5862
5373,4959,4529,6325,5838
5285,4907,4505,6219,5723
5416,5037,4644,6372,5892
5422,5002,4595,6337,5848
5393,5032,4564,6320,5826
5428,5020,4628,6323,5842
5503,5061,4656,6364,5883
5322,4954,4553,6300,5808
5451,4991,4571,6326,5871
5392,4982,4567,6359,5853
5496,5110,4714,6445,5917
5390,4984,4589,6363,5838
5456,5029,4635,6421,5866
5389,5000,4599,6296,5825
5482,5051,4623,6404,5899
5440,5062,4626,6353,5857
5266,4864,4435,6176,5699
5380,4948,4554,6336,5825
5495,5055,4695,6422,5945
5345,4963,4542,6224,5734
5383,4972,4599,6307,5833
5417,5004,4636,6275,5820
5511,5131,4719,6364,5952
5389,4955,4552,6272,5820
5403,5000,4576,6303,5825
5459,5060,4645,6357,5914
5567,5127,4727,6439,6010
5504,5088,4688,6396,5928
5483,5076,4672,6388,5888
5481,5103,4701,6305,5872
5488,5043,4640,6376,5920
5514,5079,4709,6373,5937
5429,4989,4591,6379,5906
5353,4971,4549,6274,5779
5413,5029,4617,6371,5852
5433,5033,4629,6330,5863
5399,4992,4605,6389,5865
5457,5062,4650,6253,5845
5568,5134,4717,6397,5961
5550,5141,4698,6409,5964
5391,4966,4559,6364,5880
5434,5023,4590,6325,5853
5459,5035,4626,6331,5882
5390,4976,4605,6276,5820
5514,5107,4682,6351,5930
5425,4989,4588,6331,5843
5414,5004,4563,6326,5855
5527,5120,4712,6465,5978
5506,5055,4640,6346,5929
5517,5107,4685,6386,5927
5473,5084,4676,6358,5883
5530,5119,4666,6398,5981
5509,5085,4682,6454,5960
5545,5172,4757,6395,5939
5408,5011,4611,6285,5810
5474,5103,4710,6318,5892
5447,5012,4615,6295,5878
5508,5078,4688,6393,5925
5373,4984,4596,6277,5793
5476,5046,4649,6308,5866
5500,5097,4688,6348,5914
5466,5071,4669,6301,5881
5558,5147,4751,6461,6000
5434,5061,4672,6316,5866
5536,5119,4705,6379,5971
5442,5055,4663,6280,5866
5440,5036,4657,6368,5863
5336,4916,4516,6154,5743
5913,5499,5041,6572,6235
5692,5287,4839,6453,6096
5699,5281,4845,6490,6081
5511,5135,4677,6380,5935
5407,4998,4594,6341,5840
5310,4853,4444,6238,5743
5423,4966,4605,6330,5849
5336,4940,4552,6280,5800
5409,4972,4588,6337,5855
5371,4956,4530,6332,5814
5379,4931,4533,6282,5845
5440,5007,4589,6434,5888
5548,5159,4733,6454,5993
5419,5012,4538,6419,5889
5397,4989,4558,6328,5820
5465,5013,4629,6409,5917
5300,4860,4494,6242,5735
5314,4882,4489,6306,5774
5426,5011,4583,6380,5883
5379,4945,4493,6259,5840
5375,4961,4542,6363,5820
5343,4921,4586,6328,5808
5491,5089,4634,6379,5904
5460,5026,4581,6406,5916
5411,5003,4582,6390,5866
5345,4903,4481,6298,5807
5453,5024,4605,6397,5915
5363,4923,4533,6340,5827
5353,4936,4543,6370,5835
5301,4885,4517,6268,5796
5366,4948,4552,6308,5802
5375,4970,4571,6292,5780
5395,4992,4605,6364,5837
